treated1fb	treated2fb	treated3fb	untreated1fb	untreated2fb	untreated3fb	untreated4fb
FBgn0031320	234	300	177	252	255	127	137
FBgn0031321	280	310	269	302	370	225	251
FBgn0031322	179	257	323	592	882	513	643
FBgn0031323	0	0	0	1	0	2	0
FBgn0031324	0	0	0	0	0	0	0
FBgn0031327	1450	1353	981	344	778	383	451
FBgn0031331	0	0	0	0	0	0	0
FBgn0031332	0	0	0	0	0	0	0
FBgn0031333+FBgn0031335+FBgn0051924	0	0	0	0	0	1	0
FBgn0031337	0	0	3	0	0	0	1
FBgn0031343	3	4	3	2	8	0	2
FBgn0031344	242	229	194	231	285	185	201
FBgn0031345	1	0	0	0	0	0	0
FBgn0031347	4	6	2	1	6	2	2
FBgn0031351	169	115	68	107	118	42	66
FBgn0031356	1560	1792	1678	2120	2118	1298	1394
FBgn0031357	279	331	305	340	424	183	297
FBgn0031359	452	472	495	759	1138	773	811
FBgn0031360	783	840	649	791	676	371	518
FBgn0031361	144	135	113	135	214	78	95
FBgn0031362	393	331	380	250	341	260	277
FBgn0031364	1	0	0	1	5	1	0
FBgn0031365	3	0	0	3	5	0	2
FBgn0031367	0	0	0	0	0	0	0
FBgn0031372	0	0	0	0	0	0	0
FBgn0031373	0	0	0	0	0	0	0
FBgn0031374	1762	1916	1618	3559	3813	2455	2197
FBgn0031375	0	0	0	0	0	0	0
FBgn0031376	1414	1418	1325	1765	1803	1094	1204
FBgn0031377	583	788	646	629	864	522	552
FBgn0031378	140	137	162	153	184	88	113
FBgn0031379	1358	1343	1093	1351	1833	768	1013
FBgn0031381	4423	4885	3392	4190	3918	2238	3192
FBgn0031384	119	151	89	117	135	57	69
FBgn0031388	8	1	1	9	9	7	8
FBgn0031389	3039	1780	1151	3594	3451	1227	1644
FBgn0031390	3177	3106	2461	3109	3649	2195	2231
FBgn0031391	381	344	208	278	432	137	164
FBgn0031392+FBgn0027509	3529	3394	2422	3143	4017	1940	2064
FBgn0031393	7	3	1	2	4	2	0
FBgn0031395	901	726	700	695	880	478	509
FBgn0031397	24	13	12	31	31	23	26
FBgn0031398	151	115	109	101	203	57	82
FBgn0031399	782	865	776	955	1224	693	737
FBgn0031401	1225	1097	903	995	1480	611	695
FBgn0031403	293	142	133	196	271	89	104
FBgn0031405	152	165	138	324	227	143	168
FBgn0031406	0	0	0	0	0	0	0
FBgn0031407	0	0	0	0	0	0	0
FBgn0031408	4432	4876	3741	4325	5831	3055	3309
FBgn0031409	0	2	0	1	0	0	1
FBgn0031410	0	0	0	0	1	0	0
FBgn0031412	9	8	11	3	3	0	9
FBgn0031413	113	162	113	126	177	93	81
FBgn0031414	46	45	38	20	48	39	23
FBgn0031417	0	6	3	2	5	3	4
FBgn0031418	1303	1587	1859	1647	2249	1489	1629
FBgn0031419	44	28	19	34	68	22	28
FBgn0031420	581	765	553	587	846	468	507
FBgn0031421	349	399	320	318	363	185	194
FBgn0031422	110	44	50	85	75	34	40
FBgn0031423	0	0	0	0	0	0	0
FBgn0031424	0	0	0	1	0	0	0
FBgn0031426	0	0	2	1	2	0	0
FBgn0031428	131	95	83	75	114	59	46
FBgn0031429	10	8	7	9	20	3	5
FBgn0031430	0	0	0	0	0	0	0
FBgn0031431	0	0	0	0	0	0	0
FBgn0031432	3	5	5	3	7	3	6
FBgn0031434	33	43	37	29	55	24	39
FBgn0031435	32	65	35	32	62	18	28
FBgn0031436	777	926	1242	745	952	732	833
FBgn0031437	1203	1205	1141	1096	1872	846	936
FBgn0031440	0	0	0	0	0	0	0
FBgn0031441	0	0	0	0	0	0	0
FBgn0031442	0	0	0	0	0	0	0
FBgn0031443+FBgn0026395	0	0	0	0	0	0	0
FBgn0031444	0	0	0	0	0	0	0
FBgn0031446	0	2	0	2	1	1	0
FBgn0031449	826	822	892	1493	2068	1185	1221
FBgn0031450	1736	2110	1742	1768	2375	1372	1377
FBgn0031451	27	29	14	11	19	7	13
FBgn0031452	686	492	428	430	1135	374	443
FBgn0031453	3373	2058	2200	1943	2979	1805	1911
FBgn0031455+FBgn0031454	337	378	284	290	372	197	245
FBgn0031456	594	657	539	540	722	413	441
FBgn0031457	638	657	685	505	823	473	447
FBgn0031458	900	925	784	899	955	510	606
FBgn0031459	1907	2083	1636	1872	2560	889	1197
FBgn0031460	73	100	59	48	49	34	45
FBgn0031461	894	915	623	439	718	378	389
FBgn0031462	1	0	0	0	0	0	1
FBgn0031463	0	0	0	0	0	0	0
FBgn0031464	26	18	13	36	53	30	34
FBgn0031465	1	4	0	1	2	2	1
FBgn0031466	1	3	2	1	1	4	0
FBgn0031467	4	6	6	3	8	2	5
FBgn0031468	3	3	5	0	8	6	3
FBgn0031469	8	3	2	2	6	0	2
FBgn0031470	195	207	147	301	244	91	153
FBgn0031471	27	29	29	61	46	23	36
FBgn0031472	0	0	0	0	0	0	0
FBgn0031473	4	3	5	2	6	1	2
FBgn0031474	4097	3501	2992	3937	4602	2613	2765
FBgn0031476	8	3	5	15	5	5	5
FBgn0031478	588	532	460	581	876	378	403
FBgn0031479	440	356	418	430	554	260	309
FBgn0031483	1098	913	693	659	1078	459	504
FBgn0031484	722	646	491	665	1103	376	447
FBgn0031485	295	307	205	256	289	135	196
FBgn0031488	236	302	211	171	276	161	148
FBgn0031489	1980	1713	1605	1243	1709	965	1025
FBgn0031490	1094	1436	1065	853	1132	648	810
FBgn0031491	796	728	582	715	862	409	535
FBgn0031492	1367	1245	1180	1214	1714	880	908
FBgn0031493	1913	1864	1546	1613	2593	1181	1361
FBgn0031495+FBgn0031494	1576	1588	1401	1530	1710	928	998
FBgn0031496	27	23	15	18	21	17	16
FBgn0031497	3675	5004	3345	3422	3980	2239	2651
FBgn0031498	201	149	80	127	224	89	125
FBgn0031500	121	162	113	99	154	72	98
FBgn0031501	2	4	3	3	6	4	3
FBgn0031504	0	0	0	0	0	0	0
FBgn0031505	1252	924	974	985	1005	603	960
FBgn0031512	0	0	0	0	0	0	0
FBgn0031513	23	13	7	12	22	5	3
FBgn0031514	6	0	3	4	7	4	3
FBgn0031515	9	9	8	8	11	9	9
FBgn0031516	1580	1315	1248	680	1259	623	651
FBgn0031517	6	12	2	5	9	12	4
FBgn0031518	28	20	18	25	20	14	8
FBgn0031519	87	82	79	107	85	36	45
FBgn0031520	0	0	0	1	3	0	0
FBgn0031522	1	0	0	0	24	0	0
FBgn0031523	0	0	0	0	0	2	0
FBgn0031526	2	2	0	0	2	0	1
FBgn0031528	10	1	0	1	1	1	3
FBgn0031529	582	548	508	470	601	317	414
FBgn0031530	511	505	482	112	582	309	301
FBgn0031531	0	0	0	0	0	0	0
FBgn0031533	1	1	0	3	0	0	3
FBgn0031534	1512	1466	1154	1536	1925	903	1104
FBgn0031535	371	422	422	346	590	244	400
FBgn0031536	696	684	690	678	943	455	566
FBgn0031537	727	875	590	618	934	500	488
FBgn0031538	295	372	292	167	226	132	182
FBgn0031540	202	224	142	309	351	165	187
FBgn0031542	3	0	3	3	1	1	2
FBgn0031544	1799	1759	1499	1948	2671	1243	1475
FBgn0031545	6	6	4	1	6	3	0
FBgn0031546	5	1	1	2	7	4	1
FBgn0031547	200	145	114	507	441	212	315
FBgn0031548	27	17	20	117	108	47	58
FBgn0031549	830	622	572	604	1044	460	524
FBgn0031550	0	0	0	2	1	0	0
FBgn0031554	1	0	0	2	0	0	0
FBgn0031558	0	0	0	0	0	0	0
FBgn0031559	1	0	0	0	0	0	0
FBgn0031560	3	0	2	17	10	7	4
FBgn0031561	30	7	1	10	9	9	4
FBgn0031562	0	0	0	0	3	0	1
FBgn0031563	1	2	0	1	0	0	0
FBgn0031564	0	0	0	1	0	0	0
FBgn0031566	808	676	587	561	807	375	402
FBgn0031568	42	24	30	43	92	42	49
FBgn0031571	56	62	26	44	61	35	28
FBgn0031573	148	161	102	120	213	91	92
FBgn0031574	307	316	293	377	347	212	217
FBgn0031575	404	472	369	477	590	294	323
FBgn0031579	4	3	4	2	2	3	2
FBgn0031580	9	9	17	14	11	8	5
FBgn0031581	6	4	10	16	9	3	7
FBgn0031585	0	0	0	0	0	0	0
FBgn0031589	2580	1918	2121	2258	2709	1640	1551
FBgn0031590	2830	2996	1991	2901	3506	1538	1888
FBgn0031591	0	0	0	0	0	0	0
FBgn0031592	0	2	1	1	1	2	0
FBgn0031596	0	0	0	1	1	0	0
FBgn0031597	239	146	81	132	195	70	80
FBgn0031598	644	625	439	498	650	288	356
FBgn0031599	174	170	133	173	191	99	113
FBgn0031600	632	599	640	624	854	440	543
FBgn0031601	270	208	161	245	273	98	159
FBgn0031602	1	1	2	0	1	2	0
FBgn0031603	266	252	148	137	313	89	108
FBgn0031604	1254	1447	1083	1245	1627	790	936
FBgn0031606	935	1233	853	801	1178	603	648
FBgn0031607	747	877	697	751	825	482	600
FBgn0031608	217	191	190	175	243	101	134
FBgn0031609	275	342	272	240	286	136	203
FBgn0031610	125	93	63	98	115	53	54
FBgn0031611	306	349	283	318	318	189	202
FBgn0031613	3	0	1	0	0	0	0
FBgn0031617	1	0	0	0	0	0	0
FBgn0031619	0	1	0	0	0	0	0
FBgn0031620	9	4	5	0	10	6	1
FBgn0031621	2	4	1	0	4	0	0
FBgn0031622	12	12	9	5	14	5	12
FBgn0031623	11	2	4	2	3	7	1
FBgn0031626	0	0	0	0	0	0	0
FBgn0031627	0	1	0	3	0	0	0
FBgn0031628	124	139	94	113	118	83	85
FBgn0031629	0	0	2	0	0	1	0
FBgn0031630	22	12	9	8	10	7	7
FBgn0031631	147	140	118	112	183	71	83
FBgn0031632	9	0	2	6	11	4	6
FBgn0031633	1012	1162	1054	1226	1185	738	1024
FBgn0031634	12	13	3	5	6	4	5
FBgn0031635	880	1068	860	1115	1091	716	766
FBgn0031636	7	0	8	1	4	1	2
FBgn0031637	1359	1355	1175	1596	2288	1261	1323
FBgn0031638	467	417	300	336	613	225	266
FBgn0031639	321	341	281	370	349	187	195
FBgn0031640	526	418	396	395	703	320	322
FBgn0031643	2437	2449	2055	1681	3310	1533	1685
FBgn0031644	209	288	192	198	244	130	156
FBgn0031645	514	460	359	381	419	299	341
FBgn0031646	7	0	12	8	14	10	3
FBgn0031649	2	4	0	2	5	1	0
FBgn0031650	8	3	7	10	9	1	8
FBgn0031651	604	498	424	517	792	345	414
FBgn0031652	84	103	77	87	129	72	84
FBgn0031653	1	2	1	0	1	0	0
FBgn0031654	0	0	0	0	0	1	0
FBgn0031655	312	308	245	330	433	193	219
FBgn0031656	541	482	373	383	655	242	314
FBgn0031657	348	410	271	441	444	226	237
FBgn0031659	745	733	500	710	886	347	502
FBgn0031660	1891	1850	1400	1377	1619	934	1184
FBgn0031661	619	697	578	709	899	377	424
FBgn0031662	1009	978	626	1054	1168	477	648
FBgn0031663	795	672	795	898	1180	557	677
FBgn0031664	521	651	438	359	556	270	342
FBgn0031670	1918	1664	1339	1915	2280	990	1354
FBgn0031673	2095	2155	1918	2268	2775	1426	1535
FBgn0031675	46	74	54	39	72	33	37
FBgn0031676	390	351	231	357	398	164	207
FBgn0031677	54	45	37	57	66	14	30
FBgn0031678	2942	2127	1423	1845	3308	1118	1275
FBgn0031681	3224	2661	2238	3238	4308	2163	2088
FBgn0031682	362	536	325	274	444	222	279
FBgn0031683	321	285	264	307	334	228	255
FBgn0031684	603	716	551	645	807	405	584
FBgn0031685	2	0	1	0	0	2	0
FBgn0031688	72	62	45	20	38	8	20
FBgn0031689	539	429	457	288	311	162	173
FBgn0031690	11	8	13	16	17	1	11
FBgn0031692	1	2	1	0	1	0	0
FBgn0031693	472	306	217	226	379	167	162
FBgn0031694	31	11	15	12	26	12	8
FBgn0031695	18	14	6	16	20	8	12
FBgn0031696	1057	1232	843	1127	1644	765	807
FBgn0031697	3	0	2	2	5	2	1
FBgn0031698	3918	4663	3289	3070	6627	3415	3096
FBgn0031700	0	0	0	1	1	0	1
FBgn0031701	1	2	0	0	1	0	1
FBgn0031702	0	0	1	0	1	1	0
FBgn0031703	51	44	31	95	228	107	130
FBgn0031707	4	6	10	7	3	2	11
FBgn0031708	320	318	324	321	376	221	235
FBgn0031710	603	433	347	436	694	313	350
FBgn0031711	899	1051	679	907	1185	504	637
FBgn0031713	659	973	619	699	674	387	501
FBgn0031715	0	0	0	0	0	0	0
FBgn0031716	0	6	4	0	1	4	0
FBgn0031717	96	51	76	82	78	55	63
FBgn0031718	0	2	0	0	0	0	1
FBgn0031719	0	0	0	0	0	0	0
FBgn0031720	1	0	0	0	0	0	0
FBgn0031722	0	0	0	0	0	0	0
FBgn0031723	0	0	0	0	0	0	0
FBgn0031724	0	1	0	0	0	0	0
FBgn0031725	0	0	1	0	0	0	0
FBgn0031726	0	0	0	0	0	0	0
FBgn0031728	2	0	0	1	0	1	1
FBgn0031729	0	0	0	0	0	0	0
FBgn0031730	0	0	0	0	0	0	0
FBgn0031731	0	1	0	0	0	0	0
FBgn0031732	0	0	0	0	3	0	0
FBgn0031733	2	0	0	0	4	0	2
FBgn0031734	3	3	1	5	5	5	6
FBgn0031735	8	5	7	9	6	3	6
FBgn0031736	978	1049	855	974	1510	622	751
FBgn0031737	9	11	5	13	10	6	5
FBgn0031738	1699	1527	1310	904	1587	775	725
FBgn0031739	218	267	202	192	327	181	172
FBgn0031740	701	927	651	587	963	452	622
FBgn0031741	1	0	1	2	1	1	1
FBgn0031745	3	2	2	5	1	2	0
FBgn0031746	0	0	0	0	0	0	0
FBgn0031747	4	5	4	14	12	5	10
FBgn0031749	9	3	5	8	9	2	2
FBgn0031751	0	2	0	0	0	0	0
FBgn0031752	1454	1269	1049	1431	2110	1085	1085
FBgn0031753	2	2	1	0	1	1	0
FBgn0031756	27	25	16	22	30	9	10
FBgn0031757	6	8	10	5	13	4	3
FBgn0031758	75	54	41	20	52	15	31
FBgn0031759	4683	5569	3822	3594	7196	3601	3558
FBgn0031760	786	485	423	682	654	361	410
FBgn0031762	262	287	261	355	356	229	245
FBgn0031763	0	0	0	0	0	0	0
FBgn0031764	548	619	540	558	854	361	510
FBgn0031765	1	2	2	0	1	0	1
FBgn0031766	0	0	0	0	0	0	0
FBgn0031768	490	530	546	439	622	336	390
FBgn0031769	1872	1814	1477	1339	1864	912	981
FBgn0031770	6	8	6	6	7	5	4
FBgn0031771	1861	2144	1854	2254	2973	1551	1909
FBgn0031772	262	275	208	196	357	117	215
FBgn0031773	196	249	184	162	233	127	125
FBgn0031774	267	280	213	245	272	105	196
FBgn0031775	21	14	8	6	14	5	7
FBgn0031776	1427	1089	1087	1263	1868	793	968
FBgn0031777	130	102	121	113	175	68	92
FBgn0031778	1	2	1	1	2	4	1
FBgn0031779	672	984	764	762	908	632	677
FBgn0031781	1217	1722	1091	1721	1814	849	1200
FBgn0031782	745	836	722	624	925	505	606
FBgn0031783	1	1	2	2	3	0	1
FBgn0031784	1	0	0	0	3	1	0
FBgn0031785	1	0	0	0	2	0	0
FBgn0031786	0	0	0	0	0	0	0
FBgn0031791	1	2	0	0	1	0	1
FBgn0031792	0	0	0	0	0	0	0
FBgn0031799	727	827	694	867	1120	653	654
FBgn0031800	6	5	2	4	6	4	4
FBgn0031801	1	5	2	4	1	3	2
FBgn0031802	0	2	1	1	1	0	0
FBgn0031803	1	1	0	0	2	1	0
FBgn0031804	0	0	3	0	0	0	0
FBgn0031805	2245	2740	1917	2957	5994	2784	3193
FBgn0031808	0	4	3	4	5	4	3
FBgn0031811	127	104	88	91	110	51	71
FBgn0031812	391	357	277	436	573	260	312
FBgn0031813	457	533	476	559	589	435	462
FBgn0031814	997	1121	938	912	1014	580	611
FBgn0031815	669	735	726	799	1042	611	744
FBgn0031816	207	254	219	159	140	93	127
FBgn0031817	185	208	203	172	218	104	149
FBgn0031818	885	1168	979	1141	1369	713	834
FBgn0031820	10	2	5	7	17	2	2
FBgn0031821	0	0	0	0	0	0	0
FBgn0031822	352	387	375	393	409	202	247
FBgn0031824	231	294	265	307	352	193	222
FBgn0031826	2	1	1	2	4	0	1
FBgn0031829	9	5	6	4	13	2	11
FBgn0031830	2180	1398	1747	1799	2859	1054	1259
FBgn0031831	14	15	13	9	22	11	14
FBgn0031832	348	317	233	256	447	171	215
FBgn0031834	104	66	56	111	123	37	52
FBgn0031835	1	3	3	0	1	0	2
FBgn0031836	1431	1454	1120	1251	1416	754	904
FBgn0031837	4	2	3	1	1	1	0
FBgn0031842	3051	2878	2353	2911	3973	2008	2221
FBgn0031844	80	101	51	47	60	36	44
FBgn0031845	657	775	642	864	928	582	681
FBgn0031848	179	208	109	150	250	100	124
FBgn0031849+FBgn0031850	14	19	15	9	13	10	9
FBgn0031851	757	574	496	579	1043	376	563
FBgn0031853	1	2	0	1	1	2	1
FBgn0031854	0	2	1	0	0	1	1
FBgn0031855	1	3	0	0	0	1	0
FBgn0031856	2	0	0	0	1	1	1
FBgn0031857	21	19	12	20	25	22	13
FBgn0031858	2	0	1	2	5	0	2
FBgn0031859	0	0	0	0	0	0	0
FBgn0031860	0	0	0	0	0	0	0
FBgn0031861	0	0	0	0	0	0	0
FBgn0031865	17	22	8	19	32	10	9
FBgn0031866	2	1	1	4	0	2	1
FBgn0031868	1138	1252	796	1021	1487	601	720
FBgn0031869	8	9	7	9	10	7	3
FBgn0031871	693	701	541	501	796	328	385
FBgn0031872	720	678	479	452	662	313	341
FBgn0031873	246	224	155	167	285	88	127
FBgn0031874	201	141	86	168	188	76	109
FBgn0031875	691	627	529	786	858	382	491
FBgn0031876	304	239	180	183	358	105	150
FBgn0031877	118	183	86	149	159	85	108
FBgn0031878	2910	2542	1890	2040	2974	1245	1485
FBgn0031879	3	6	3	6	6	3	0
FBgn0031880	19	13	15	18	20	21	20
FBgn0031881	376	227	268	262	484	198	194
FBgn0031882	400	363	236	365	461	209	265
FBgn0031883	1566	1899	1673	1657	2453	1304	1465
FBgn0031885	767	513	446	640	1095	535	516
FBgn0031886	712	525	379	465	715	299	335
FBgn0031887	39	13	7	19	20	7	2
FBgn0031888	4351	3617	3731	2888	3945	1941	2181
FBgn0031893	631	561	464	643	974	428	464
FBgn0031894	238	197	142	145	243	94	93
FBgn0031895	104	131	74	65	89	51	53
FBgn0031896	1046	813	880	782	972	609	608
FBgn0031897	1621	1214	983	1152	1764	797	857
FBgn0031900	0	0	0	0	0	0	0
FBgn0031902	1	4	0	0	2	0	0
FBgn0031903	0	0	0	0	0	0	0
FBgn0031904	785	635	550	638	777	437	455
FBgn0031905	1	2	0	0	1	0	0
FBgn0031906	3	11	4	1	4	1	2
FBgn0031907	8	7	9	14	8	8	9
FBgn0031908	1	3	0	2	0	0	1
FBgn0031909	382	386	281	340	443	216	225
FBgn0031910	11	6	1	3	6	2	3
FBgn0031912	974	1055	1082	2145	2499	1784	1844
FBgn0031913	878	879	731	1613	1762	947	1194
FBgn0031914	501	385	440	880	953	428	481
FBgn0031918	5	2	3	4	8	1	5
FBgn0031920	16	10	5	23	26	18	13
FBgn0031923	0	0	0	2	14	2	1
FBgn0031925	1	2	0	1	0	1	0
FBgn0031926	0	3	0	0	1	0	0
FBgn0031927	5	2	1	0	0	0	0
FBgn0031929	0	0	3	2	1	3	2
FBgn0031930	0	0	2	0	1	0	0
FBgn0031934+FBgn0012018	0	0	1	0	0	0	0
FBgn0031935	2	2	0	0	0	5	0
FBgn0031936	22	11	15	7	7	5	7
FBgn0031937	1002	568	596	422	748	536	528
FBgn0031939	10	5	7	7	8	10	1
FBgn0031940	0	1	0	1	0	1	0
FBgn0031941	0	0	0	0	2	0	0
FBgn0031942	0	0	0	0	0	0	0
FBgn0031943	0	0	0	0	0	0	0
FBgn0031944	0	0	0	0	0	0	0
FBgn0031945	5	1	3	1	6	2	1
FBgn0031946	1	0	0	0	0	0	0
FBgn0031947	1273	1160	983	1006	1961	773	868
FBgn0031948	176	115	97	155	212	101	111
FBgn0031950	788	732	592	844	1049	502	583
FBgn0031951	554	395	318	418	665	250	285
FBgn0031952	456	399	382	586	767	458	413
FBgn0031954	0	0	0	0	0	0	0
FBgn0031955	12	5	17	9	23	13	17
FBgn0031957	40	31	14	45	68	30	24
FBgn0031959	3	0	6	1	5	3	1
FBgn0031961	10	6	7	3	17	3	5
FBgn0031962	903	813	492	644	1014	295	467
FBgn0031966	4	4	2	4	3	1	3
FBgn0031968	123	134	117	54	69	53	51
FBgn0031969	5707	5341	4256	5951	6381	3583	4290
FBgn0031970	36	18	13	17	15	20	10
FBgn0031971	422	313	247	257	544	176	225
FBgn0031972	404	380	348	487	501	336	414
FBgn0031973	1171	1393	1108	1134	1942	993	1200
FBgn0031974	134	58	62	60	133	57	66
FBgn0031975	29	22	22	20	35	23	25
FBgn0031976	112	18	19	83	214	32	22
FBgn0031977	2742	2092	1683	2083	2413	1130	1460
FBgn0031979	47	96	80	61	66	27	62
FBgn0031980	23738	18529	24202	24158	31395	14487	22240
FBgn0031981	1168	1277	838	1048	1222	661	631
FBgn0031985	2440	2506	2017	2355	2990	1617	1643
FBgn0031986	1	3	0	0	2	0	1
FBgn0031987	288	286	210	269	564	196	239
FBgn0031988	2122	1920	1483	2035	3507	1555	1700
FBgn0031990	5336	4306	3250	4913	8629	3298	3193
FBgn0031992	536	242	232	236	468	103	152
FBgn0031993	15402	15511	12772	19382	21428	13486	12592
FBgn0031995	1818	1632	1440	1596	2129	1004	1087
FBgn0031996	849	727	748	654	819	418	492
FBgn0031997	441	431	338	410	374	254	314
FBgn0031998	1075	660	598	1113	1006	577	654
FBgn0031999	107	77	74	95	124	53	72
FBgn0032000	492	561	436	504	596	291	414
FBgn0032001	389	460	435	400	455	337	380
FBgn0032002	62	55	44	57	84	45	41
FBgn0032003	15	9	20	16	29	9	29
FBgn0032004	824	625	496	1878	2061	796	987
FBgn0032005	4655	4166	4274	5643	7584	3877	4333
FBgn0032006	17875	17506	15174	16440	20441	10656	10773
FBgn0032008	0	0	0	0	0	1	0
FBgn0032010	53	43	44	39	42	23	21
FBgn0032013	164	153	129	92	140	77	92
FBgn0032014	712	653	425	601	857	334	422
FBgn0032015	3158	2578	2555	2897	3550	1778	2242
FBgn0032016	584	536	375	457	805	322	352
FBgn0032017	189	115	68	106	159	54	63
FBgn0032018	2141	1824	1326	2427	2777	1407	1368
FBgn0032019	200	142	96	121	151	51	60
FBgn0032020	785	589	547	629	738	362	436
FBgn0032021	7	7	4	5	9	2	3
FBgn0032022	4	2	3	4	3	1	6
FBgn0032023	1	0	0	1	1	0	0
FBgn0032024	1085	1150	1086	1552	1642	859	1027
FBgn0032025	248	288	266	394	324	155	198
FBgn0032026	4017	3650	2753	3179	3478	1840	1888
FBgn0032029	292	270	311	582	748	357	433
FBgn0032030	763	849	594	758	1141	358	504
FBgn0032031	302	317	275	261	356	215	225
FBgn0032032	467	302	403	260	524	232	345
FBgn0032033	135	122	82	104	208	87	82
FBgn0032034	231	182	165	249	390	105	122
FBgn0032035	1519	1334	862	1258	1739	522	799
FBgn0032036	9020	7409	6543	13146	15601	7588	7986
FBgn0032037	5	4	2	3	4	5	2
FBgn0032039	2	0	4	2	6	2	1
FBgn0032040	1309	1462	1286	935	1376	804	931
FBgn0032042	769	476	329	474	911	371	350
FBgn0032045	2	2	2	2	5	3	1
FBgn0032047	89	97	64	69	76	29	51
FBgn0032048	2	8	0	2	1	2	6
FBgn0032049	0	4	2	5	4	0	0
FBgn0032050	2338	2634	2039	2606	3154	1566	1792
FBgn0032051	1410	1406	975	1279	2191	767	1005
FBgn0032052	1596	1193	1011	1321	1720	816	948
FBgn0032053	340	368	239	287	487	127	195
FBgn0032054	646	790	562	722	821	404	500
FBgn0032055	1	0	1	0	2	1	0
FBgn0032057	10	3	6	3	6	3	3
FBgn0032058	1	6	1	5	4	0	1
FBgn0032059	450	373	262	391	485	177	207
FBgn0032061	9	13	5	5	9	5	6
FBgn0032065	0	0	1	0	0	0	0
FBgn0032066	0	2	0	0	1	1	0
FBgn0032067	0	0	0	0	0	0	0
FBgn0032068	2	0	0	0	0	1	1
FBgn0032069	0	2	0	0	1	0	1
FBgn0032072	1	0	0	0	1	0	0
FBgn0032074	12	8	2	6	15	1	3
FBgn0032075	7	7	1	5	4	0	10
FBgn0032076+FBgn0032077	442	320	301	425	491	219	310
FBgn0032078	6778	6870	5518	5167	6176	3239	3653
FBgn0032079	820	512	320	726	1060	371	374
FBgn0032080	10	12	6	10	25	7	5
FBgn0032082	707	455	367	300	624	242	250
FBgn0032083	48	39	32	25	17	23	24
FBgn0032084	61	36	33	57	47	29	18
FBgn0032085	23	12	10	17	13	3	5
FBgn0032086	2	4	2	2	2	1	1
FBgn0032087	0	0	2	0	0	0	0
FBgn0032088	21	5	7	4	5	3	6
FBgn0032089	0	0	0	0	0	0	0
FBgn0032090	0	0	0	0	0	0	0
FBgn0032094	0	0	0	0	0	0	0
FBgn0032095	4	1	2	1	5	3	2
FBgn0032096	9	0	3	0	0	3	0
FBgn0032100	2	1	1	2	0	2	2
FBgn0032101	936	697	720	756	1265	538	634
FBgn0032104	1	0	0	0	1	0	1
FBgn0032105	845	945	773	475	720	436	467
FBgn0032109	0	0	0	1	1	0	0
FBgn0032110	0	0	0	0	0	0	0
FBgn0032111	0	0	0	0	0	0	0
FBgn0032115	5	2	4	4	5	5	3
FBgn0032116	0	4	2	2	3	1	2
FBgn0032117	190	127	106	179	167	95	90
FBgn0032119	0	0	0	0	2	1	0
FBgn0032120	3094	2730	2119	2992	3137	1864	1752
FBgn0032122	1	0	0	0	1	1	0
FBgn0032123	600	546	381	281	682	362	329
FBgn0032124	3	6	2	1	10	0	4
FBgn0032125	0	1	0	0	0	0	0
FBgn0032126	0	0	0	0	0	0	0
FBgn0032127	0	0	0	0	0	0	0
FBgn0032129	3	7	7	5	12	16	8
FBgn0032130	486	418	370	494	765	308	396
FBgn0032131	1	0	0	1	0	0	0
FBgn0032132	0	0	0	0	0	0	0
FBgn0032135	215	216	212	205	235	161	126
FBgn0032136	518	451	320	170	547	232	232
FBgn0032138	4769	5332	4820	4940	7359	3767	4652
FBgn0032139	109	93	82	155	164	62	96
FBgn0032140	3238	2904	2051	2379	2530	1158	1344
FBgn0032142	39	13	13	33	31	13	9
FBgn0032143	12	6	11	9	5	2	3
FBgn0032144	1	3	0	1	1	0	0
FBgn0032145	0	0	0	0	1	1	0
FBgn0032147	442	397	294	317	584	327	324
FBgn0032149	489	446	336	335	532	218	311
FBgn0032150	56	47	45	40	91	42	48
FBgn0032151	2	0	1	1	4	2	0
FBgn0032153	40	24	40	40	50	22	22
FBgn0032154	281	272	228	227	359	140	204
FBgn0032156	1817	1467	1324	2334	2906	1419	1498
FBgn0032157	1428	1267	1051	1300	1569	862	815
FBgn0032160	698	653	717	765	872	465	622
FBgn0032161	75	48	58	44	68	36	43
FBgn0032162	117	93	113	112	129	70	75
FBgn0032163	15	5	12	26	18	11	18
FBgn0032166	380	365	219	389	473	169	222
FBgn0032167	754	758	822	1154	1158	729	842
FBgn0032168	248	250	209	274	311	136	186
FBgn0032169	276	274	205	198	357	142	171
FBgn0032170	870	837	756	1049	1208	692	744
FBgn0032171	130	170	120	136	196	81	108
FBgn0032172	2104	2218	1982	2812	2482	1699	1893
FBgn0032175	0	0	0	0	0	0	0
FBgn0032176	0	0	0	0	0	0	0
FBgn0032178	62	48	51	90	58	27	38
FBgn0032180	0	4	2	0	3	0	1
FBgn0032181	0	0	0	0	0	0	0
FBgn0032182	0	0	0	0	0	0	0
FBgn0032184	0	0	0	0	0	0	0
FBgn0032186	0	0	0	0	0	0	0
FBgn0032187	2	2	1	0	5	3	4
FBgn0032188	0	0	0	0	0	0	0
FBgn0032189	275	178	129	219	298	148	165
FBgn0032191	1204	1497	1082	1382	1532	822	991
FBgn0032192	78	58	29	54	82	35	34
FBgn0032193	193	93	80	96	247	48	75
FBgn0032194	735	706	504	723	798	356	501
FBgn0032195	247	200	136	169	274	120	116
